CODIGO_ESTABLECIMIENTO,NOM_ESTAB,Dirección,Nom_depa,Nom_muni,SECTOR,AREA,PLAN,JORNADA,Evaluados_Nacional_2013,SEXO_Mujer_Cantidad_Nacional_2013,SEXO_Hombre_Cantidad_Nacional_2013,SEXO_Mujer_Porcentaje_Nacional_2013,SEXO_Hombre_Porcentaje_Nacional_2013,PLAN_DIARIO_Cantidad_Nacional_2013,PLAN_SABATINO_Cantidad_Nacional_2013,PLAN_DOMINICAL_Cantidad_Nacional_2013,PLAN_FIN_SEMANA_Cantidad_Nacional_2013,PLAN_A_DISTANCIA_Cantidad_Nacional_2013,LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_INSATIS_Porcentaje_Nacional_2013,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,NO_LOGRO_MATE_NAC_2013,DESEMPEÑO_MATE_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_INSATIS_Porcentaje_Nacional_2013,Cantidad_Evaluados_Establecimiento_2013,LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,NO_LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_LEC_2013,LOGRO_NACIONAL_LECT_PORCENTAJE_2013,LOGRO_LECTURA_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_LECTURA_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Departamental_2013,NO_LOGRO_LECTURA_Municipal_2013,LIBROS_LEE_PARA_INFORME_2_o_MENOS_2013,LIBROS_LEE_PARA_INFORME_3_a_6a_2013,LIBROS_LEE_PARA_INFORME_más_de_6a_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_MATE_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_MATE,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_MATEMÁTICAS_Porcentaje_Nacional_2013,NO_LOGRO_MATEMÁTICAS_Departamental_2013,NO_LOGRO_MATEMÁTICAS_Municipal_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2009,LOGRO_LECTURA_ESTABLECIMIENTO_2006,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2009,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2006,MODELOS_DE_CALIDAD_SECTOR_OFICIAL
00-01-0240-45,IPMB RAFAEL LANDIVAR,8A CALLE 2-46,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,43.00,51.16,48.84,30.23,20.93,41.86,6.98,5.00,14.58,25.88,22.66,85.42,74.12,77.34,62.79,34.88,2.33,62.79,37.21,2.33,60.47,16.28,20.93,6.00,18.35,26.78,22.56,81.65,73.22,77.44,38.78,48.00,28.57,3.85,
00-01-0243-45,CENTRO EDUCACIONAL MIXTO PRIVADO  KINGSTON,8A CALLE 12-46,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,15.00,13.33,86.67,0.00,13.33,33.33,53.33,1.00,14.58,25.88,22.66,85.42,74.12,77.34,66.67,26.67,6.67,13.33,86.67,0.00,13.33,46.67,40.00,1.00,18.35,26.78,22.56,81.65,73.22,77.44,58.33,60.00,25.00,25.00,
00-01-0247-45,IPMB JOSE MARTI,8A CALLE 12-41,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,33.33,66.67,0.00,33.33,50.00,16.67,3.00,14.58,25.88,22.66,85.42,74.12,77.34,50.00,50.00,0.00,16.67,83.33,0.00,16.67,16.67,66.67,2.00,18.35,26.78,22.56,81.65,73.22,77.44,15.38,33.33,15.38,11.11,
00-01-0248-45,COLEGIO ELCAMINO,10A CALLE 11-46,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,7.00,28.57,71.43,0.00,28.57,28.57,42.86,3.00,14.58,25.88,22.66,85.42,74.12,77.34,85.71,14.29,0.00,14.29,85.71,0.00,14.29,14.29,71.43,1.00,18.35,26.78,22.56,81.65,73.22,77.44,52.38,76.47,23.81,41.18,
00-01-0249-45,IPMB 'LICEO MONTESSORI',7A CALLE 12-51,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,15.00,6.67,93.33,0.00,6.67,60.00,33.33,1.00,14.58,25.88,22.66,85.42,74.12,77.34,46.67,40.00,13.33,6.67,93.33,0.00,6.67,73.33,20.00,1.00,18.35,26.78,22.56,81.65,73.22,77.44,40.00,62.50,25.00,38.89,
00-01-0251-45,IPMB LICEO MERCANTIL,12 AVE. 12-31,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,55.00,20.00,80.00,5.45,14.55,41.82,38.18,2.00,14.58,25.88,22.66,85.42,74.12,77.34,78.18,18.18,3.64,18.18,81.82,0.00,18.18,38.18,43.64,2.00,18.35,26.78,22.56,81.65,73.22,77.44,25.71,35.90,19.72,23.40,
00-01-0253-45,INSTITUTO Y ACADEMIA PRACTICA COMERCIAL,6A. CALLE 0-25,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,15.00,40.00,60.00,13.33,26.67,40.00,20.00,4.00,14.58,25.88,22.66,85.42,74.12,77.34,73.33,20.00,6.67,26.67,73.33,0.00,26.67,46.67,26.67,3.00,18.35,26.78,22.56,81.65,73.22,77.44,16.00,33.33,11.54,18.52,
00-01-0254-45,IPMB INDO LATINO,4A AVE. 13-35,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,34.00,8.82,91.18,0.00,8.82,50.00,41.18,1.00,14.58,25.88,22.66,85.42,74.12,77.34,73.53,17.65,8.82,26.47,73.53,0.00,26.47,29.41,44.12,3.00,18.35,26.78,22.56,81.65,73.22,77.44,30.77,51.72,7.69,17.24,
00-01-0262-45,LICEO CANADIENSE,11 CALLE 1-53,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,30.00,40.00,60.00,6.67,33.33,26.67,33.33,4.00,14.58,25.88,22.66,85.42,74.12,77.34,80.00,16.67,3.33,20.00,80.00,0.00,20.00,36.67,43.33,2.00,18.35,26.78,22.56,81.65,73.22,77.44,28.00,33.33,28.00,19.05,
00-01-0290-45,COLEGIO EN COMPUTACION SAN JOSE NO. 1,4A. AVENIDA 3-39,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,11.00,45.45,54.55,9.09,36.36,18.18,36.36,5.00,14.58,25.88,22.66,85.42,74.12,77.34,63.64,27.27,9.09,9.09,90.91,0.00,9.09,36.36,54.55,1.00,18.35,26.78,22.56,81.65,73.22,77.44,0.00,N/D,40.00,N/D,
00-01-0291-45,COLEGIO EN COMPUTACION SAN JOSE NO.1,4A. AVENIDA 3-39,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,23.53,76.47,5.88,17.65,47.06,29.41,2.00,14.58,25.88,22.66,85.42,74.12,77.34,64.71,35.29,0.00,23.53,76.47,0.00,23.53,35.29,41.18,2.00,18.35,26.78,22.56,81.65,73.22,77.44,8.33,N/D,0.00,N/D,
00-01-0308-45,COLEGIO DE INNOVACION TECNOLOGICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,5.00,20.00,80.00,0.00,20.00,20.00,60.00,2.00,14.58,25.88,22.66,85.42,74.12,77.34,60.00,40.00,0.00,20.00,80.00,0.00,20.00,40.00,40.00,2.00,18.35,26.78,22.56,81.65,73.22,77.44,38.46,N/D,46.15,N/D,
00-01-0317-45,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,21.00,38.10,61.90,9.52,28.57,28.57,33.33,4.00,14.58,25.88,22.66,85.42,74.12,77.34,76.19,23.81,0.00,47.62,52.38,0.00,47.62,28.57,23.81,5.00,18.35,26.78,22.56,81.65,73.22,77.44,16.67,N/D,33.33,N/D,
00-01-0321-45,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,27.00,11.11,88.89,7.41,3.70,14.81,74.07,1.00,14.58,25.88,22.66,85.42,74.12,77.34,77.78,11.11,11.11,3.70,96.30,0.00,3.70,14.81,81.48,0.00,18.35,26.78,22.56,81.65,73.22,77.44,20.00,N/D,0.00,N/D,
00-01-0324-45,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,41.00,17.95,82.05,5.13,12.82,25.64,56.41,2.00,14.58,25.88,22.66,85.42,74.12,77.34,92.68,7.32,0.00,12.82,87.18,0.00,12.82,38.46,48.72,1.00,18.35,26.78,22.56,81.65,73.22,77.44,9.09,N/D,9.52,N/D,
00-01-0341-45,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,28.00,17.86,82.14,7.14,10.71,35.71,46.43,2.00,14.58,25.88,22.66,85.42,74.12,77.34,60.71,32.14,7.14,25.00,75.00,3.57,21.43,32.14,42.86,3.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0342-45,CENTRO CULTURAL DE LAS AMERICAS NO. 3,2A. AVENIDA 12-23,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,12.00,41.67,58.33,25.00,16.67,33.33,25.00,4.00,14.58,25.88,22.66,85.42,74.12,77.34,75.00,25.00,0.00,33.33,66.67,0.00,33.33,16.67,50.00,3.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0356-45,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,11.00,36.36,63.64,27.27,9.09,36.36,27.27,4.00,14.58,25.88,22.66,85.42,74.12,77.34,72.73,27.27,0.00,54.55,45.45,0.00,54.55,18.18,27.27,5.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0365-45,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A. CALLE 12-46,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,0.00,100.00,0.00,0.00,33.33,66.67,0.00,14.58,25.88,22.66,85.42,74.12,77.34,50.00,50.00,0.00,16.67,83.33,0.00,16.67,33.33,50.00,2.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0374-45,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,4.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,25.88,22.66,85.42,74.12,77.34,50.00,50.00,0.00,25.00,75.00,0.00,25.00,25.00,50.00,3.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0375-45,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,3.00,0.00,100.00,0.00,0.00,33.33,66.67,0.00,14.58,25.88,22.66,85.42,74.12,77.34,66.67,0.00,33.33,33.33,66.67,0.00,33.33,0.00,66.67,3.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0381-45,CENTRO INTERCULTURAL DE COMPUTACION Y TURISMO C.I.C.T,11 CALLE 1-56,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,37.00,13.51,86.49,5.41,8.11,59.46,27.03,1.00,14.58,25.88,22.66,85.42,74.12,77.34,40.54,48.65,10.81,24.32,75.68,0.00,24.32,29.73,45.95,2.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0389-45,COLEGIO DE INNOVACION TECNOLOGICA EDUCATIVA (C.I.T.E),13 CALLE 3-23,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,20.00,15.00,85.00,5.00,10.00,25.00,60.00,2.00,14.58,25.88,22.66,85.42,74.12,77.34,75.00,15.00,10.00,5.00,95.00,0.00,5.00,20.00,75.00,1.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0391-45,COLEGIO DE INNOVACION TECNOLOGICA EDUCATIVA (C..I.T.E),13 CALLE 3-23,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,7.00,0.00,100.00,0.00,0.00,28.57,71.43,0.00,14.58,25.88,22.66,85.42,74.12,77.34,50.00,50.00,0.00,14.29,85.71,0.00,14.29,28.57,57.14,1.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0395-45,COLEGIO TECNOLOGICO LA MISION,4A. AVENIDA 9-65,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,5.00,0.00,100.00,0.00,0.00,20.00,80.00,0.00,14.58,25.88,22.66,85.42,74.12,77.34,100.00,0.00,0.00,20.00,80.00,0.00,20.00,20.00,60.00,2.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0400-45,COLEGIO TECNOLOGICO LA MISION,4A. AVENIDA 9-65,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,10.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,25.88,22.66,85.42,74.12,77.34,55.56,22.22,22.22,0.00,100.00,0.00,0.00,10.00,90.00,0.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0401-45,COLEGIO TECNOLOGICO LA MISION,4A. AVENIDA 9-65,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,8.00,0.00,100.00,0.00,0.00,37.50,62.50,0.00,14.58,25.88,22.66,85.42,74.12,77.34,75.00,12.50,12.50,12.50,87.50,0.00,12.50,25.00,62.50,1.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0403-45,LICEO REGIOMONTANO,9A. CALLE 2-64,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,19.00,5.26,94.74,5.26,0.00,21.05,73.68,1.00,14.58,25.88,22.66,85.42,74.12,77.34,78.95,21.05,0.00,10.53,89.47,0.00,10.53,15.79,73.68,1.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0408-45,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,4.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,25.88,22.66,85.42,74.12,77.34,25.00,50.00,25.00,0.00,100.00,0.00,0.00,25.00,75.00,0.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0414-45,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,19.00,0.00,100.00,0.00,0.00,36.84,63.16,0.00,14.58,25.88,22.66,85.42,74.12,77.34,68.42,26.32,5.26,5.26,94.74,0.00,5.26,10.53,84.21,1.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0415-45,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,10.00,20.00,80.00,0.00,20.00,50.00,30.00,2.00,14.58,25.88,22.66,85.42,74.12,77.34,80.00,20.00,0.00,40.00,60.00,0.00,40.00,20.00,40.00,4.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0452-45,LICEO PROFESIONAL SANTANDER,6A. AVENIDA 1-34,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,16.67,83.33,16.67,0.00,33.33,50.00,2.00,14.58,25.88,22.66,85.42,74.12,77.34,50.00,33.33,16.67,16.67,83.33,0.00,16.67,33.33,50.00,2.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0453-45,LICEO PROFESIONAL SANTANDER,6A. AVENIDA 1-34,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,2.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,25.88,22.66,85.42,74.12,77.34,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0455-45,LICEO CULTURAL ESPAÑOL,4A. AVENIDA 3-56,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,10.00,20.00,80.00,0.00,20.00,30.00,50.00,2.00,14.58,25.88,22.66,85.42,74.12,77.34,80.00,20.00,0.00,10.00,90.00,0.00,10.00,40.00,50.00,1.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0457-45,LICEO CULTURAL ESPAÑOL,4A. AVENIDA 3-56,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,14.00,7.14,92.86,7.14,0.00,42.86,50.00,1.00,14.58,25.88,22.66,85.42,74.12,77.34,78.57,21.43,0.00,28.57,71.43,0.00,28.57,28.57,42.86,3.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0459-45,LICEO CULTURAL ESPAÑOL,4A. AVENIDA 3-56,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,0.00,100.00,0.00,0.00,16.67,83.33,0.00,14.58,25.88,22.66,85.42,74.12,77.34,66.67,33.33,0.00,0.00,100.00,0.00,0.00,33.33,66.67,0.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0461-45,CENTRO TECNOLOGICO DA VINCI,10A. CALLE 9-52,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,4.00,50.00,50.00,0.00,50.00,50.00,0.00,5.00,14.58,25.88,22.66,85.42,74.12,77.34,50.00,50.00,0.00,50.00,50.00,0.00,50.00,25.00,25.00,5.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0463-45,COLEGIO VALVERDE NO. 2,4A. AVENIDA 4-49,Ciudad Capital,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,46.00,26.67,73.33,8.89,17.78,31.11,42.22,3.00,14.58,25.88,22.66,85.42,74.12,77.34,71.74,26.09,2.17,15.56,84.44,2.22,13.33,28.89,55.56,2.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
00-01-0464-45,COLEGIO VALVERDE NO. 2,4A. AVENIDA 4-49,Ciudad Capital,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,18.00,27.78,72.22,5.56,22.22,27.78,44.44,3.00,14.58,25.88,22.66,85.42,74.12,77.34,88.89,11.11,0.00,22.22,77.78,0.00,22.22,22.22,55.56,2.00,18.35,26.78,22.56,81.65,73.22,77.44,N/D,N/D,N/D,N/D,
