VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR104,VAR105,VAR106,VAR107,VAR108,VAR109,VAR110,VAR111,VAR112,VAR113,VAR114,VAR115,VAR116,VAR117
00-01-2451-46,Liceo De Computación C.S.S.,11 Calle 9-62,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,17,28.13,32.00,18.75,50.00,18.18,64.71,29.41,35.29,35.29,23.53,11.76,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,67.28,63.80,53.68,18.75,4.00,12.50,18.75,9.09,29.41,5.88,23.53,70.59,47.06,23.53,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,50.17,49.77,44.31,0.00,82.35,0.00,0.00,5.88,0.00,11.76,0.00,100.00,0.00,0.00,0.00,0.00,0.00,94.12,5.88,0.00,17.29,5.88,5.88,29.41,17.64,41.18,0.00,17.65,41.18,11.76,29.41,2.50,3.44,60.00,2.65,26.67,26.67,20.00,26.67,0.00,0.00,0.00,0.00,17.65,52.94,5.88,5.88,17.65,0,1,0.00,23.53,35.29,35.29,5.88,0.00,0.00,0.00
00-01-2461-46,Instituto Guillermo Putzeys Alvarez,11 Calle 3-59,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,30,88.24,46.67,73.33,75.00,65.52,80.00,63.33,16.67,20.00,16.67,3.33,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,74.17,71.15,59.17,77.78,53.33,53.33,46.43,44.83,60.00,36.67,23.33,40.00,30.00,10.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,58.04,62.05,54.22,3.33,96.67,0.00,0.00,0.00,0.00,0.00,3.33,96.67,0.00,0.00,0.00,0.00,0.00,100.00,3.33,3.33,16.83,13.33,20.00,26.67,30.00,10.00,16.67,20.00,46.67,6.67,10.00,2.00,2.86,83.33,2.47,20.69,3.45,0.00,75.86,0.00,0.00,0.00,0.00,3.33,36.67,46.67,6.67,6.67,0,1,0.00,0.00,3.33,96.67,0.00,0.00,0.00,0.00
00-01-2466-46,Instituto Americano En Ciencias De Computación,6A.Avenida 18-23,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,52,13.24,13.14,29.00,52.54,21.05,28.85,21.15,7.69,71.15,28.85,42.31,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,51.92,52.07,42.79,3.68,1.71,23.00,61.02,17.11,7.69,3.85,3.85,92.31,48.08,44.23,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,40.89,47.72,37.94,17.31,80.77,0.00,0.00,0.00,0.00,1.92,5.77,94.23,0.00,0.00,0.00,0.00,0.00,86.54,15.69,25.00,17.87,38.46,19.23,17.31,1.92,23.08,44.23,17.31,11.54,0.00,26.92,1.25,1.51,49.02,0.76,33.33,19.05,42.86,4.76,0.00,0.00,0.00,0.00,38.46,48.08,9.62,1.92,1.92,1,1,0.00,19.57,58.70,17.39,2.17,2.17,0.00,0.00
00-01-2469-46,Escuela Nacional Central De Ciencias Comerciales,10A. Avenida 9-42,Ciudad Capital,Zona 1,Oficial,Urbana,Diario (Regular),Vespertina,392,51.61,47.61,52.67,49.48,57.20,59.69,36.73,22.96,40.31,25.51,14.80,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,65.48,63.27,53.99,13.33,15.16,11.22,17.87,29.24,20.92,9.95,10.97,79.08,52.04,27.04,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,50.94,48.61,53.70,7.40,91.58,0.26,0.00,0.00,0.00,0.77,6.12,93.62,0.00,0.00,0.00,0.00,0.26,86.67,10.44,10.03,18.27,35.46,18.11,19.90,5.87,20.66,41.33,17.60,20.15,3.32,17.60,1.05,1.85,51.81,0.28,60.15,18.05,18.80,0.00,1.50,0.00,0.75,0.75,24.81,51.41,14.07,4.09,5.63,1,1,2.25,41.69,47.61,4.51,3.10,0.28,0.00,0.56
00-01-2472-46,Instituto De Educación Básica Y Bachillerato En Ciencias Y Letras Por Madurez Dr. Juan Jose Arevalo Bermejo,8A. Avenida 9-60,Ciudad Capital,Zona 1,Privado,Urbana,Sabatino,Vespertina,230,7.14,6.95,N/D,5.82,3.86,9.13,2.61,6.52,90.87,18.26,72.61,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,42.47,42.04,32.07,0.00,1.01,N/D,0.00,0.00,0.43,0.00,0.43,99.56,10.43,89.13,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,25.55,31.84,21.30,57.83,29.57,2.61,0.00,0.87,0.00,9.13,52.17,42.61,0.43,0.00,0.00,4.35,0.43,81.00,46.98,74.88,25.30,42.17,6.52,4.35,3.91,43.04,31.74,3.91,3.91,3.04,57.39,0.66,1.16,64.98,2.04,19.62,25.84,23.44,10.53,13.88,4.78,0.96,0.96,15.98,47.49,21.92,8.22,6.39,1,1,7.55,17.45,26.42,14.62,20.75,9.91,0.47,2.83
00-01-2476-46,Instituto De Educación Diversificada Colegio Integral Femenino,3A. Avenida 13-81 Zona 1,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,14,39.29,29.03,20.93,25.00,35.00,42.86,21.43,21.43,57.14,28.57,28.57,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,53.57,55.49,50.89,3.57,3.23,0.00,0.00,0.00,7.14,0.00,7.14,92.86,28.57,64.29,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,39.08,38.46,24.76,7.14,92.86,0.00,0.00,0.00,0.00,0.00,7.14,92.86,0.00,0.00,0.00,0.00,0.00,92.86,14.29,0.00,18.50,50.00,7.14,14.29,14.29,14.29,57.14,0.00,21.43,14.29,7.14,1.08,2.69,42.86,1.00,22.22,0.00,22.22,44.44,11.11,0.00,0.00,0.00,28.57,64.29,0.00,7.14,0.00,1,0,0.00,14.29,28.57,50.00,0.00,7.14,0.00,0.00
00-01-2798-46,Instituto Particular Para Señoritas Nuestra Del Carmen,11 Av. 3-17,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,1,N/D,N/D,40.00,44.44,N/D,0.00,0.00,0.00,100.00,100.00,0.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,56.25,53.85,37.50,N/D,N/D,0.00,0.00,N/D,0.00,0.00,0.00,100.00,100.00,0.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,41.18,30.77,46.67,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,18.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,1.00,5.00,0.00,2.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1,1,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
00-01-2871-46,Instituto Y Academia Practica Comercial,6A. Calle 0-25,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,12,9.52,8.33,35.71,18.18,0.00,16.67,8.33,8.33,83.33,41.67,41.67,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,54.17,48.08,29.17,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,100.00,25.00,75.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,29.61,29.99,27.03,33.33,58.33,0.00,0.00,0.00,0.00,8.33,16.67,75.00,0.00,0.00,0.00,8.33,0.00,75.00,66.67,81.82,23.67,33.33,0.00,16.67,0.00,50.00,33.33,25.00,0.00,0.00,41.67,1.25,1.83,40.00,0.33,20.00,20.00,60.00,0.00,0.00,0.00,0.00,0.00,16.67,58.33,8.33,0.00,16.67,0,1,9.09,36.36,54.55,0.00,0.00,0.00,0.00,0.00
00-01-2872-46,Instituto Y Academia Practica Comercial (Por Madurez),6A. Calle 0-25,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,7,9.09,28.57,25.00,20.00,0.00,14.29,0.00,14.29,85.71,42.86,42.86,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,45.54,42.86,41.07,18.18,0.00,0.00,10.00,0.00,0.00,0.00,0.00,100.00,28.57,71.43,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,27.73,37.36,24.76,14.29,85.71,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,71.43,14.29,57.14,27.57,42.86,14.29,0.00,14.29,28.57,57.14,0.00,0.00,14.29,28.57,1.67,2.67,83.33,0.86,20.00,20.00,40.00,0.00,20.00,0.00,0.00,0.00,14.29,71.43,0.00,0.00,14.29,0,1,0.00,28.57,42.86,0.00,28.57,0.00,0.00,0.00
00-01-2906-46,Instituto De Diversificado Liceo Cristiano Cantares,12 Av. C 30-3,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,8,N/D,7.69,0.00,10.00,12.50,12.50,12.50,0.00,87.50,50.00,37.50,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,44.53,54.81,56.25,N/D,7.69,0.00,0.00,0.00,0.00,0.00,0.00,100.00,25.00,75.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,28.01,28.31,30.99,12.50,87.50,0.00,0.00,0.00,0.00,0.00,12.50,87.50,0.00,0.00,0.00,0.00,0.00,100.00,25.00,62.50,18.63,25.00,0.00,25.00,25.00,25.00,25.00,0.00,50.00,0.00,25.00,1.14,3.00,87.50,0.25,60.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,37.50,25.00,0.00,12.50,25.00,0,1,0.00,37.50,37.50,25.00,0.00,0.00,0.00,0.00
00-01-2907-46,Centro De Estudios Diversificados Dr. Alejandro Fleming,16 Avenida  A  3-54,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,36,37.93,58.82,53.33,39.02,52.94,72.22,55.56,16.67,27.78,19.44,8.33,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,66.49,70.19,49.31,20.69,7.69,26.67,12.20,23.53,16.67,13.89,2.78,83.33,61.11,22.22,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,45.59,43.80,45.00,13.89,80.56,0.00,0.00,5.56,0.00,0.00,2.78,97.22,0.00,0.00,0.00,0.00,0.00,86.11,11.11,14.29,17.08,38.89,13.89,16.67,25.00,5.56,19.44,11.11,38.89,16.67,13.89,0.26,1.81,83.33,4.72,5.56,8.33,22.22,63.89,0.00,0.00,0.00,0.00,11.11,44.44,22.22,2.78,19.44,1,1,0.00,0.00,25.00,75.00,0.00,0.00,0.00,0.00
00-01-2908-46,Instituto Particular Mixto Ciencia Y Desarrollo,10A. Calle 3-15,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,54,25.00,33.33,0.00,4.26,4.70,5.56,3.70,1.85,94.44,16.67,77.78,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,41.90,38.32,27.55,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,100.00,12.96,87.04,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,27.02,30.34,21.11,70.37,20.37,0.00,0.00,3.70,0.00,5.56,59.26,40.74,0.00,0.00,0.00,0.00,0.00,84.91,51.92,67.31,23.20,31.48,7.41,18.52,3.70,38.89,25.93,9.26,12.96,3.70,48.15,0.81,1.42,78.43,1.62,14.58,27.08,39.58,12.50,4.17,0.00,0.00,2.08,18.52,51.85,16.67,3.70,9.26,1,1,13.73,17.65,49.02,11.76,0.00,5.88,0.00,1.96
00-01-3042-46,Instituto Tecnológico Digitales Comerciales,9A Calle 0-44,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,46,16.28,17.07,41.46,29.17,23.33,32.61,17.39,15.22,67.39,32.61,34.78,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,53.13,55.43,38.59,0.00,0.00,0.00,4.17,3.33,2.17,0.00,2.17,97.82,34.78,63.04,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,34.40,41.30,30.00,15.22,84.78,0.00,0.00,0.00,0.00,0.00,10.87,89.13,0.00,0.00,0.00,0.00,0.00,91.30,17.78,39.53,18.89,28.26,21.74,26.09,2.17,21.74,41.30,23.91,15.22,6.52,13.04,1.56,1.62,68.89,1.20,35.48,38.71,22.58,0.00,3.23,0.00,0.00,0.00,28.26,45.65,6.52,8.70,10.87,0,1,2.50,40.00,37.50,12.50,7.50,0.00,0.00,0.00
00-01-4336-46,Liceo San Antonio,2A. Avenida 2-13,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,9,51.61,64.00,63.64,56.25,68.18,55.56,55.56,0.00,44.44,33.33,11.11,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,61.11,69.66,61.11,6.45,24.00,13.64,18.75,31.82,33.33,11.11,22.22,66.66,33.33,33.33,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,45.75,51.28,41.48,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,11.11,0.00,17.89,11.11,11.11,55.56,11.11,11.11,22.22,0.00,55.56,22.22,0.00,2.89,2.89,44.44,0.22,33.33,0.00,0.00,66.67,0.00,0.00,0.00,0.00,11.11,55.56,11.11,22.22,0.00,0,0,0.00,0.00,16.67,83.33,0.00,0.00,0.00,0.00
00-01-4338-46,Liceo Guatemalteco De Computación,4A. Avenida 15-57,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Vespertina,17,34.29,45.16,42.11,38.71,30.43,35.29,17.65,17.65,64.71,52.94,11.76,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,54.78,61.09,44.85,11.43,12.90,10.53,16.13,8.70,5.88,0.00,5.88,94.12,41.18,52.94,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,37.72,46.15,38.82,11.76,88.24,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,87.50,12.50,29.41,18.71,47.06,11.76,29.41,5.88,5.88,52.94,5.88,17.65,5.88,17.65,0.69,3.40,76.47,0.94,28.57,28.57,14.29,14.29,14.29,0.00,0.00,0.00,29.41,47.06,11.76,0.00,11.76,0,1,0.00,18.75,43.75,12.50,12.50,6.25,6.25,0.00
00-01-4339-46,Liceo Guatemalteco De Computación,4A. Avenida 15-57,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,62,24.24,20.45,27.78,31.67,19.30,22.58,11.29,11.29,77.42,33.87,43.55,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,51.61,51.24,36.49,2.99,2.56,11.11,6.67,1.75,3.23,0.00,3.23,96.78,43.55,53.23,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,34.68,41.36,34.44,22.58,75.81,0.00,0.00,0.00,1.61,0.00,3.23,95.16,0.00,0.00,0.00,1.61,0.00,91.67,25.42,31.15,18.29,41.94,22.58,14.52,6.46,14.52,50.00,20.97,19.35,0.00,9.68,1.29,2.71,64.52,1.00,25.00,31.82,34.09,2.27,4.55,0.00,0.00,2.27,24.59,52.46,14.75,4.92,3.28,0,1,10.53,22.81,31.58,5.26,8.77,10.53,1.75,8.77
00-01-4396-46,Liceo Guatemalteco De Computación,4A. Avenida 15-57,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,36,22.22,14.29,44.44,4.35,13.04,27.78,13.89,13.89,72.22,27.78,44.44,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,52.26,52.99,40.97,5.56,0.00,22.22,0.00,4.35,5.56,0.00,5.56,94.44,25.00,69.44,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,37.73,39.51,33.60,8.33,80.56,5.56,0.00,0.00,0.00,5.56,11.11,86.11,0.00,0.00,0.00,2.78,0.00,80.56,33.33,54.29,20.67,50.00,13.89,5.56,5.56,25.00,58.33,11.11,2.78,2.78,25.00,0.88,1.94,44.44,0.36,33.33,33.33,8.33,16.67,8.33,0.00,0.00,0.00,25.00,58.33,13.89,0.00,2.78,0,1,3.57,17.86,28.57,35.71,10.71,0.00,0.00,3.57
00-01-4403-46,Instituto Tecnológico Digitales Comerciales,9A. Calle 0-44,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,155,12.96,17.22,18.18,12.20,9.09,8.39,3.87,4.52,91.61,34.19,57.42,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,45.93,46.85,32.82,0.00,0.55,0.61,0.61,0.83,1.29,1.29,0.00,98.71,21.29,77.42,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,29.33,33.49,24.70,32.90,60.00,0.65,0.00,0.65,0.00,5.81,22.58,76.13,0.00,0.00,0.00,1.29,0.00,89.86,35.86,68.92,21.65,45.81,12.90,14.19,1.94,25.16,47.10,8.39,2.58,2.59,39.35,1.58,1.58,70.86,1.10,27.10,31.78,25.23,7.48,4.67,2.80,0.93,0.00,25.32,51.95,14.29,2.60,5.84,0,1,8.00,13.60,29.60,28.00,13.60,5.60,0.00,1.60
00-01-4411-46,Liceo Ibero Guatemalteco,7A. Avenida 3-75,Ciudad Capital,Zona 1,Privado,Urbana,Sabatino,Matutina,6,0.00,7.69,16.67,33.33,33.33,50.00,16.67,33.33,50.00,0.00,50.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,57.29,53.21,35.42,16.67,7.69,0.00,0.00,0.00,0.00,0.00,0.00,100.00,33.33,66.67,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,28.43,33.33,28.89,0.00,83.33,0.00,0.00,0.00,0.00,16.67,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,50.00,100.00,28.33,50.00,0.00,0.00,0.00,50.00,83.33,0.00,16.67,0.00,0.00,0.20,1.00,80.00,1.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,16.67,83.33,0.00,0.00,0.00,1,0,0.00,0.00,50.00,33.33,16.67,0.00,0.00,0.00
00-01-4735-46,Colegio Mixto Santa Infancia,9A. Avenida 4-29,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Vespertina,8,0.00,11.76,22.22,18.75,9.09,50.00,25.00,25.00,50.00,50.00,0.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,65.63,63.94,56.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,25.00,75.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,36.03,32.69,27.50,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,0.00,0.00,12.50,0.00,100.00,0.00,25.00,18.63,0.00,0.00,37.50,37.50,25.00,0.00,0.00,50.00,50.00,0.00,0.00,2.00,75.00,0.25,83.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,12.50,50.00,12.50,12.50,12.50,1,1,0.00,0.00,12.50,87.50,0.00,0.00,0.00,0.00
00-01-6978-46,Instituto Mixto Miguel De Cervantes,2A. Calle 9-81,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,123,15.89,12.41,27.78,12.28,18.75,25.20,11.38,13.82,74.80,25.20,49.59,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,49.54,51.09,34.25,0.93,1.46,3.70,0.00,2.68,1.63,0.00,1.63,98.38,20.33,78.05,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,31.32,34.27,24.44,17.07,76.42,0.81,0.00,0.81,0.00,4.88,7.32,87.80,0.00,0.00,0.00,4.88,0.00,88.24,36.61,78.15,25.83,35.77,10.57,17.07,4.88,31.71,43.90,10.57,9.76,2.44,33.33,0.22,1.55,55.75,1.23,4.20,14.29,25.21,52.10,0.84,2.52,0.00,0.84,11.38,32.52,24.39,15.45,16.26,1,1,2.50,14.17,23.33,54.17,3.33,2.50,0.00,0.00
00-01-6988-46,Instituto Americano En Ciencias De Computación,6A Avenida 18-23,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Matutina,56,11.54,6.15,27.78,41.67,26.79,28.57,10.71,17.86,71.43,23.21,48.21,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,50.33,51.51,30.36,1.79,1.54,0.00,58.33,8.93,8.93,3.57,5.36,91.07,42.86,48.21,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,42.96,37.77,31.31,14.29,75.00,1.79,0.00,1.79,0.00,7.14,3.57,89.29,0.00,0.00,0.00,7.14,0.00,74.51,50.98,94.34,26.89,53.57,7.14,12.50,1.79,25.00,50.00,8.93,3.57,1.79,35.71,1.13,2.17,73.58,1.15,4.26,12.77,80.85,0.00,2.13,0.00,0.00,0.00,34.55,50.91,9.09,0.00,5.45,0,1,0.00,5.36,80.36,7.14,3.57,1.79,1.79,0.00
00-01-6990-46,"Centro De Educación Continuada Para Sordos Adultos, Del Comite Pro-Ciegos Y Sordos De Guatemala",2A. Avenida 8-53,Ciudad Capital,Zona 1,Privado,Urbana,Fin De Semana,Doble,18,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,5.56,94.44,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,44.44,31.84,16.67,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,5.56,94.44,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,20.95,27.78,24.40,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,94.44,0.00,0.00,0.00,0.00,5.56,100.00,18.75,16.67,23.00,22.22,22.22,11.11,5.56,38.89,22.22,11.11,5.56,16.67,44.44,0.08,1.27,55.56,1.56,11.76,5.88,0.00,64.71,0.00,0.00,0.00,17.65,38.89,44.44,0.00,5.56,11.11,0,0,5.56,0.00,0.00,77.78,0.00,0.00,0.00,16.67
00-01-6999-46,Centro Cultural De Las Americas No. 3,2A. Av. 12-23,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,89,30.59,24.19,31.17,33.33,34.32,39.33,13.48,25.84,60.67,37.08,23.60,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,56.88,55.96,49.44,2.35,4.76,2.60,3.79,5.92,3.37,2.25,1.12,96.63,39.33,57.30,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,39.78,40.49,34.78,8.99,85.39,3.37,0.00,1.12,0.00,1.12,3.37,96.63,0.00,0.00,0.00,0.00,0.00,96.63,16.47,19.32,17.85,23.60,23.60,32.58,5.62,14.61,30.34,21.35,25.84,11.24,11.24,1.45,2.71,59.09,2.33,10.98,9.76,68.29,8.54,1.22,0.00,0.00,1.22,26.97,43.82,13.48,5.62,10.11,0,1,2.25,10.11,73.03,14.61,0.00,0.00,0.00,0.00
00-01-7009-46,Liceo Mixto En Computación Ixchel,5Av. 3-79,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,95,27.27,21.92,40.18,41.03,39.66,46.32,20.00,26.32,53.68,33.68,20.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,60.39,58.87,49.34,3.25,4.11,9.82,7.69,6.03,12.63,6.32,6.32,87.37,44.21,43.16,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,40.73,46.21,35.98,7.37,92.63,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,89.47,19.15,11.58,18.31,30.53,17.89,27.37,9.47,14.74,45.26,23.16,26.32,2.11,3.16,1.74,2.39,52.75,1.06,2.35,10.59,36.47,48.24,1.18,0.00,1.18,0.00,15.79,49.47,23.16,3.16,8.42,1,1,6.45,4.84,35.48,53.23,0.00,0.00,0.00,0.00
00-01-7052-46,Instituto Federico Crowe,4 Avenida 9-66,Ciudad Capital,Zona 1,Privado,Urbana,Diario (Regular),Matutina,20,59.09,61.54,50.00,60.00,55.56,70.00,35.00,35.00,30.00,25.00,5.00,32.32,39.11,34.43,53.90,54.52,43.89,56.69,56.90,45.23,54.55,55.07,42.39,65.31,64.81,51.25,27.27,22.22,14.29,0.00,11.11,5.00,0.00,5.00,95.00,45.00,50.00,9.01,14.73,8.43,37.24,41.75,32.23,39.28,43.21,35.07,36.39,40.37,31.54,33.82,40.77,28.33,5.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,95.00,25.00,15.00,17.55,20.00,10.00,20.00,15.00,35.00,20.00,5.00,50.00,10.00,15.00,3.21,3.47,80.00,1.11,0.00,15.00,65.00,15.00,5.00,0.00,0.00,0.00,15.00,35.00,35.00,5.00,10.00,1,1,0.00,5.00,65.00,15.00,15.00,0.00,0.00,0.00
